parameter,value,interpreted_value
lr_log,-1.8253091817726501,0.0150
l1_l2_log,-5.0,0.000010
dropout_rate,0.5049511504003428,0.5050
batch_size_idx,2.0,64
optimizer_idx,2.0,rmsprop
hidden_size_1,256.0,256
hidden_size_2,0.0,0
hidden_size_3,47.0,47
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
