feature,importance
hour_cos,0.11397687280040229
PC2,0.099041154923508
hour_sin,0.09334913452560516
PC3,0.09089635854341753
PC4,0.02340731164260586
PC5,0.020390720390720467
PC1,0.01035696329813988
