feature,importance
hour_cos,0.3079471114614884
CLEAR,0.07973850785352377
F8,0.07146084302633819
F4,0.06747069047388532
F5,0.05520056798012063
F6,0.04879004559515728
F3,0.04061611090365077
F7,0.03600127242299759
hour_sin,0.03099686965501654
IR.LIGHT,0.021034166401578402
F2,0.018323352189166846
F1,0.0063667252165654125
