parameter,value,interpreted_value
lr_log,-3.411626841504652,0.0004
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,4.0,256
optimizer_idx,2.0,rmsprop
hidden_size_1,256.0,256
hidden_size_2,256.0,256
hidden_size_3,71.0,71
hidden_size_4,256.0,256
use_batch_norm_num,0.0,FALSE
