parameter,value,interpreted_value
lr_log,-1.9209734470237234,0.0120
l1_l2_log,-4.153125288275679,0.000070
dropout_rate,0.15300309362936254,0.1530
batch_size_idx,0.0,16
optimizer_idx,3.0,adagrad
hidden_size_1,38.0,38
hidden_size_2,223.0,223
hidden_size_3,131.0,131
hidden_size_4,113.0,113
use_batch_norm_num,1.0,TRUE
