parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-4.4154692242207805,0.000038
dropout_rate,0.0,0.0000
batch_size_idx,3.0,128
optimizer_idx,0.0,adam
hidden_size_1,242.0,242
hidden_size_2,64.0,64
hidden_size_3,0.0,0
hidden_size_4,37.0,37
use_batch_norm_num,1.0,TRUE
