feature,importance
PC5,0.06387686860739576
PC2,0.05882835038027797
hour_sin,0.044969512195121984
PC3,0.043346774193548376
PC1,0.04216660110149487
hour_cos,0.028988001573564143
PC4,-0.0025160634670862527
