"feature","mean","median","sd","min","max","q25","q75"
"X415",0.00142911665157428,0,0.00757034871489207,-0.0003237721808,0.2080711641322,0,0.000456933540349999
"X445",0.00198204854465281,0.0001137189822,0.00983651513004514,-0.0000268165452,0.3213545579417,0,0.001035565056175
"X480",0.0020492970435986,0.0000653282203000001,0.0113438023410733,-0.0000274963654,0.412626550745,0,0.000908666589825
"X515",0.0022446047562852,0.0001536930696,0.0122551976570132,-0.0000342458514000004,0.4449248606105,0,0.001124312480425
"X555",0.00241413181650389,0.00020088495645,0.0126629832185813,-0.0003737670991,0.47406626209,0,0.001417419337
"X590",0.00225540490397215,0.00022572922695,0.0121233725034813,-0.0021184259276,0.4548852357124,0,0.0013715196631
"X630",0.00268672217723057,0.00040321209545,0.0149182713187295,-0.0010928360654,0.6093447563491,0,0.001560600102075
"X680",0.00178297243867303,0.000090261312,0.0111838050524022,-0.0011109854756,0.4437052331038,0,0.00075557439875
"X750",0.00184550039763192,0.0000586163709499999,0.0108611560184365,-0.0004534336555,0.4249582743579,0,0.000733479004425
