parameter,value,interpreted_value
lr_log,-1.8317334420945617,0.0147
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,4.0,256
optimizer_idx,3.0,adagrad
hidden_size_1,8.0,8
hidden_size_2,212.0,212
hidden_size_3,249.0,249
hidden_size_4,256.0,256
use_batch_norm_num,1.0,TRUE
