parameter,value,interpreted_value
lr_log,-1.941164109887072,0.0115
l1_l2_log,-3.4774016613747643,0.000333
dropout_rate,0.10512821219217448,0.1051
batch_size_idx,3.0,128
optimizer_idx,1.0,sgd
hidden_size_1,232.0,232
hidden_size_2,23.0,23
hidden_size_3,190.0,190
hidden_size_4,245.0,245
use_batch_norm_num,1.0,TRUE
