parameter,value,interpreted_value
lr_log,-3.8053905455571457,0.0002
l1_l2_log,-5.0,0.000010
dropout_rate,0.46055100181441266,0.4606
batch_size_idx,4.0,256
optimizer_idx,3.0,adagrad
hidden_size_1,159.0,159
hidden_size_2,218.0,218
hidden_size_3,164.0,164
hidden_size_4,256.0,256
use_batch_norm_num,1.0,TRUE
