parameter,value,interpreted_value
lr_log,-1.8590834985050004,0.0138
l1_l2_log,-4.471173245879102,0.000034
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,0.0,adam
hidden_size_1,92.0,92
hidden_size_2,0.0,0
hidden_size_3,0.0,0
hidden_size_4,256.0,256
use_batch_norm_num,1.0,TRUE
