parameter,value,interpreted_value
lr_log,-2.754053434653666,0.0018
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,0.0,adam
hidden_size_1,45.0,45
hidden_size_2,256.0,256
hidden_size_3,0.0,0
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
