feature,importance
F3,0.19962651727357625
F8,0.18138332255979325
IR.LIGHT,0.12555483731954328
F4,0.12279321985204354
CLEAR,0.09858507505566338
hour_cos,0.09476405946994197
F7,0.09444085326438267
F6,0.0886339151045034
F5,0.07530704589528132
hour_sin,0.07363355598649728
F2,0.057983193277310975
F1,0.013068304244774898
