parameter,value,interpreted_value
lr_log,-2.991116355122068,0.0010
l1_l2_log,-5.0,0.000010
dropout_rate,0.4053825002217861,0.4054
batch_size_idx,1.0,32
optimizer_idx,0.0,adam
hidden_size_1,46.0,46
hidden_size_2,0.0,0
hidden_size_3,223.0,223
hidden_size_4,236.0,236
use_batch_norm_num,1.0,TRUE
