parameter,value,interpreted_value
lr_log,-1.674522262346259,0.0212
l1_l2_log,-5.0,0.000010
dropout_rate,0.23810420153331932,0.2381
batch_size_idx,4.0,256
optimizer_idx,2.0,rmsprop
hidden_size_1,256.0,256
hidden_size_2,24.0,24
hidden_size_3,24.0,24
hidden_size_4,32.0,32
use_batch_norm_num,1.0,TRUE
