parameter,value,interpreted_value
lr_log,-2.1272755187547308,0.0075
l1_l2_log,-1.1192118410515812,0.075996
dropout_rate,0.7,0.7000
batch_size_idx,0.0,16
optimizer_idx,0.0,adam
hidden_size_1,47.0,47
hidden_size_2,256.0,256
hidden_size_3,254.0,254
hidden_size_4,38.0,38
use_batch_norm_num,1.0,TRUE
