feature,importance
PC2,0.14894562647754137
hour_sin,0.02244444444444449
PC3,0.019054373522458645
PC4,0.012898345153664281
PC1,0.010643026004727996
hour_cos,0.008822695035460995
PC5,-0.0011536643026005173
