parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,0.0,adam
hidden_size_1,237.0,237
hidden_size_2,256.0,256
hidden_size_3,0.0,0
hidden_size_4,224.0,224
use_batch_norm_num,0.0,FALSE
