parameter,value,interpreted_value
lr_log,-3.052663164010279,0.0009
l1_l2_log,-2.766719988293754,0.001711
dropout_rate,0.5438925261842503,0.5439
batch_size_idx,0.0,16
optimizer_idx,2.0,rmsprop
hidden_size_1,10.0,10
hidden_size_2,256.0,256
hidden_size_3,37.0,37
hidden_size_4,256.0,256
use_batch_norm_num,0.0,FALSE
