parameter,value,interpreted_value
lr_log,-1.9282294006483975,0.0118
l1_l2_log,-4.72553105560864,0.000019
dropout_rate,0.2928103419679693,0.2928
batch_size_idx,1.0,32
optimizer_idx,3.0,adagrad
hidden_size_1,230.0,230
hidden_size_2,256.0,256
hidden_size_3,113.0,113
hidden_size_4,0.0,0
use_batch_norm_num,0.0,FALSE
