parameter,value,interpreted_value
lr_log,-0.7874699631412057,0.1631
l1_l2_log,-1.0,0.100000
dropout_rate,0.5535243763829049,0.5535
batch_size_idx,0.0,16
optimizer_idx,0.0,adam
hidden_size_1,120.0,120
hidden_size_2,0.0,0
hidden_size_3,0.0,0
hidden_size_4,192.0,192
use_batch_norm_num,1.0,TRUE
