parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,1.0,32
optimizer_idx,1.0,sgd
hidden_size_1,95.0,95
hidden_size_2,254.0,254
hidden_size_3,108.0,108
hidden_size_4,193.0,193
use_batch_norm_num,1.0,TRUE
