parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-5.0,0.000010
dropout_rate,0.4834447159372933,0.4834
batch_size_idx,3.0,128
optimizer_idx,3.0,adagrad
hidden_size_1,42.0,42
hidden_size_2,124.0,124
hidden_size_3,187.0,187
hidden_size_4,4.0,4
use_batch_norm_num,0.0,FALSE
