parameter,value,interpreted_value
lr_log,-1.814777861174564,0.0153
l1_l2_log,-5.0,0.000010
dropout_rate,0.5670750271729744,0.5671
batch_size_idx,4.0,256
optimizer_idx,0.0,adam
hidden_size_1,256.0,256
hidden_size_2,54.0,54
hidden_size_3,0.0,0
hidden_size_4,256.0,256
use_batch_norm_num,1.0,TRUE
