parameter,value,interpreted_value
lr_log,-2.7756875809901027,0.0017
l1_l2_log,-5.0,0.000010
dropout_rate,0.21239991003948677,0.2124
batch_size_idx,2.0,64
optimizer_idx,3.0,adagrad
hidden_size_1,256.0,256
hidden_size_2,47.0,47
hidden_size_3,105.0,105
hidden_size_4,181.0,181
use_batch_norm_num,1.0,TRUE
