"feature","mean","median","sd","min","max","q25","q75"
"norm_PHO",0.492531392088651,0.493217245472408,0.0812451730983525,-0.2442561947402,0.65552951797094,0.446906023238139,0.554737875319954
"norm_MEDI",0.32018554731755,0.333147715797285,0.10500102346651,-0.602098290349549,0.731021923122011,0.257432353081261,0.387286325364519
"norm_SC",0.268770554567982,0.288795443964384,0.146689529509692,-0.872328411429408,0.961582652253125,0.190540854243702,0.347501827996017
"norm_MC",0.418764241443329,0.431999680687188,0.0665117199717323,-0.25625509407129,0.559088479153281,0.418714057373842,0.441666188167628
"norm_LC",0.487813804481024,0.485773629655469,0.0954512765044361,-0.183737099663651,0.774802667586585,0.44064066673739,0.549482490206981
"norm_RH",0.331623436728664,0.350244192069224,0.0818281625302401,-0.44471873229589,0.577566679654926,0.290950810528307,0.39057590102731
"Intensity",568.807951631162,82.8472194757508,2504.20467019986,0.0181013923542638,77449.4378794752,23.3802802175115,381.047925888656
