parameter,value,interpreted_value
lr_log,-3.052873057363918,0.0009
l1_l2_log,-3.708025100635111,0.000196
dropout_rate,0.2005070541884979,0.2005
batch_size_idx,3.0,128
optimizer_idx,1.0,sgd
hidden_size_1,256.0,256
hidden_size_2,174.0,174
hidden_size_3,243.0,243
hidden_size_4,114.0,114
use_batch_norm_num,1.0,TRUE
