parameter,value,interpreted_value
lr_log,-1.0666708283840571,0.0858
l1_l2_log,-3.2631683593499736,0.000546
dropout_rate,0.25153592038216427,0.2515
batch_size_idx,3.0,128
optimizer_idx,0.0,adam
hidden_size_1,251.0,251
hidden_size_2,11.0,11
hidden_size_3,161.0,161
hidden_size_4,252.0,252
use_batch_norm_num,1.0,TRUE
