feature,importance
hour_sin,7.376365203839996e-05
hour_cos,-0.006763204846271964
RH,-0.011557842228768767
LC,-0.013729259735649563
MC,-0.01657146545325462
SC,-0.03564628484756282
PHO,-0.04314251598596646
MEDI,-0.15792797901424102
