parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,0.0,adam
hidden_size_1,8.0,8
hidden_size_2,67.0,67
hidden_size_3,0.0,0
hidden_size_4,24.0,24
use_batch_norm_num,1.0,TRUE
