parameter,value,interpreted_value
lr_log,-1.1995864873984488,0.0632
l1_l2_log,-1.555441523063731,0.027833
dropout_rate,0.10711444767242707,0.1071
batch_size_idx,0.0,16
optimizer_idx,3.0,adagrad
hidden_size_1,35.0,35
hidden_size_2,142.0,142
hidden_size_3,34.0,34
hidden_size_4,203.0,203
use_batch_norm_num,1.0,TRUE
