parameter,value,interpreted_value
lr_log,-0.3,0.5012
l1_l2_log,-2.646335113222317,0.002258
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,1.0,sgd
hidden_size_1,135.0,135
hidden_size_2,52.0,52
hidden_size_3,91.0,91
hidden_size_4,230.0,230
use_batch_norm_num,1.0,TRUE
