feature,importance
hour_cos,0.4167945779628112
norm_SC,0.0028806324775542493
norm_PHO,0.0016137849828634643
norm_MC,-8.410605773874942e-05
norm_LC,-0.00013667234382556495
norm_MEDI,-0.0005414327466935301
hour_sin,-0.0009409365209528028
norm_RH,-0.0009952550165758245
Intensity,-0.0023356953117880477
