"threshold_lux","threshold_log","indoor_precision","outdoor_precision","overall_accuracy","sensitivity","specificity","f1_score","auc"
74,1.86923171973098,0.872596153846154,0.248908296943231,0.651162790697674,0.518181818181818,0.678504672897196,0.336283185840708,0.616270178419711
75,1.8750612633917,0.872901678657074,0.25,0.652713178294574,0.518181818181818,0.680373831775701,0.337278106508876,0.616270178419711
76,1.88081359228079,0.872901678657074,0.25,0.652713178294574,0.518181818181818,0.680373831775701,0.337278106508876,0.616270178419711
77,1.88649072517248,0.872901678657074,0.25,0.652713178294574,0.518181818181818,0.680373831775701,0.337278106508876,0.616270178419711
78,1.89209460269048,0.872901678657074,0.25,0.652713178294574,0.518181818181818,0.680373831775701,0.337278106508876,0.616270178419711
79,1.89762709129044,0.872901678657074,0.25,0.652713178294574,0.518181818181818,0.680373831775701,0.337278106508876,0.616270178419711
80,1.90308998699194,0.872901678657074,0.25,0.652713178294574,0.518181818181818,0.680373831775701,0.337278106508876,0.616270178419711
81,1.90848501887865,0.872901678657074,0.25,0.652713178294574,0.518181818181818,0.680373831775701,0.337278106508876,0.616270178419711
82,1.91381385238372,0.873508353221957,0.252212389380531,0.655813953488372,0.518181818181818,0.68411214953271,0.339285714285714,0.616270178419711
83,1.91907809237607,0.873508353221957,0.252212389380531,0.655813953488372,0.518181818181818,0.68411214953271,0.339285714285714,0.616270178419711
84,1.92427928606188,0.871428571428571,0.248888888888889,0.654263565891473,0.509090909090909,0.68411214953271,0.334328358208955,0.616270178419711
85,1.92941892571429,0.871428571428571,0.248888888888889,0.654263565891473,0.509090909090909,0.68411214953271,0.334328358208955,0.616270178419711
86,1.93449845124357,0.871428571428571,0.248888888888889,0.654263565891473,0.509090909090909,0.68411214953271,0.334328358208955,0.616270178419711
87,1.93951925261862,0.871733966745843,0.25,0.655813953488372,0.509090909090909,0.685981308411215,0.335329341317365,0.616270178419711
88,1.94448267215017,0.871733966745843,0.25,0.655813953488372,0.509090909090909,0.685981308411215,0.335329341317365,0.616270178419711
89,1.94939000664491,0.869668246445498,0.246636771300448,0.654263565891473,0.5,0.685981308411215,0.33033033033033,0.616270178419711
90,1.95424250943932,0.869668246445498,0.246636771300448,0.654263565891473,0.5,0.685981308411215,0.33033033033033,0.616270178419711
91,1.95904139232109,0.869976359338062,0.247747747747748,0.655813953488372,0.5,0.68785046728972,0.331325301204819,0.616270178419711
92,1.96378782734556,0.869976359338062,0.247747747747748,0.655813953488372,0.5,0.68785046728972,0.331325301204819,0.616270178419711
93,1.96848294855394,0.867924528301887,0.244343891402715,0.654263565891473,0.490909090909091,0.68785046728972,0.326283987915408,0.616270178419711
94,1.9731278535997,0.866822429906542,0.244239631336406,0.657364341085271,0.481818181818182,0.693457943925234,0.324159021406728,0.616270178419711
95,1.97772360528885,0.867132867132867,0.24537037037037,0.65891472868217,0.481818181818182,0.695327102803738,0.325153374233129,0.616270178419711
96,1.98227123303957,0.867441860465116,0.246511627906977,0.66046511627907,0.481818181818182,0.697196261682243,0.326153846153846,0.616270178419711
97,1.98677173426624,0.867749419953596,0.247663551401869,0.662015503875969,0.481818181818182,0.699065420560748,0.327160493827161,0.616270178419711
98,1.99122607569249,0.868360277136259,0.25,0.665116279069767,0.481818181818182,0.702803738317757,0.329192546583851,0.616270178419711
99,1.99563519459755,0.868663594470046,0.251184834123223,0.666666666666667,0.481818181818182,0.704672897196262,0.330218068535826,0.616270178419711
100,2,0.868965517241379,0.252380952380952,0.668217054263566,0.481818181818182,0.706542056074766,0.33125,0.616270178419711
101,2.00432137378264,0.869565217391304,0.254807692307692,0.671317829457364,0.481818181818182,0.710280373831776,0.333333333333333,0.616270178419711
102,2.00860017176192,0.869565217391304,0.254807692307692,0.671317829457364,0.481818181818182,0.710280373831776,0.333333333333333,0.616270178419711
103,2.01283722470517,0.86986301369863,0.256038647342995,0.672868217054264,0.481818181818182,0.71214953271028,0.334384858044164,0.616270178419711
104,2.01703333929878,0.867881548974943,0.252427184466019,0.671317829457364,0.472727272727273,0.71214953271028,0.329113924050633,0.616270178419711
105,2.02118929906994,0.867881548974943,0.252427184466019,0.671317829457364,0.472727272727273,0.71214953271028,0.329113924050633,0.616270178419711
106,2.02530586526477,0.868181818181818,0.253658536585366,0.672868217054264,0.472727272727273,0.714018691588785,0.33015873015873,0.616270178419711
107,2.02938377768521,0.864559819413093,0.247524752475248,0.671317829457364,0.454545454545455,0.71588785046729,0.32051282051282,0.616270178419711
108,2.03342375548695,0.864864864864865,0.248756218905473,0.672868217054264,0.454545454545455,0.717757009345794,0.321543408360129,0.616270178419711
109,2.03742649794062,0.865168539325843,0.25,0.674418604651163,0.454545454545455,0.719626168224299,0.32258064516129,0.616270178419711
110,2.04139268515822,0.865470852017937,0.251256281407035,0.675968992248062,0.454545454545455,0.721495327102804,0.323624595469256,0.616270178419711
111,2.04532297878666,0.865470852017937,0.251256281407035,0.675968992248062,0.454545454545455,0.721495327102804,0.323624595469256,0.616270178419711
112,2.04921802267018,0.865470852017937,0.251256281407035,0.675968992248062,0.454545454545455,0.721495327102804,0.323624595469256,0.616270178419711
113,2.05307844348342,0.865470852017937,0.251256281407035,0.675968992248062,0.454545454545455,0.721495327102804,0.323624595469256,0.616270178419711
114,2.05690485133647,0.865470852017937,0.251256281407035,0.675968992248062,0.454545454545455,0.721495327102804,0.323624595469256,0.616270178419711
115,2.06069784035361,0.863839285714286,0.248730964467005,0.675968992248062,0.445454545454545,0.723364485981308,0.319218241042345,0.616270178419711
116,2.06445798922692,0.864444444444444,0.251282051282051,0.67906976744186,0.445454545454545,0.727102803738318,0.321311475409836,0.616270178419711
117,2.06818586174616,0.865044247787611,0.253886010362694,0.682170542635659,0.445454545454545,0.730841121495327,0.323432343234323,0.616270178419711
118,2.07188200730613,0.865044247787611,0.253886010362694,0.682170542635659,0.445454545454545,0.730841121495327,0.323432343234323,0.616270178419711
119,2.07554696139253,0.865044247787611,0.253886010362694,0.682170542635659,0.445454545454545,0.730841121495327,0.323432343234323,0.616270178419711
120,2.07918124604762,0.863134657836645,0.25,0.68062015503876,0.436363636363636,0.730841121495327,0.317880794701987,0.616270178419711
121,2.08278537031645,0.863134657836645,0.25,0.68062015503876,0.436363636363636,0.730841121495327,0.317880794701987,0.616270178419711
122,2.08635983067475,0.863134657836645,0.25,0.68062015503876,0.436363636363636,0.730841121495327,0.317880794701987,0.616270178419711
123,2.0899051114394,0.863134657836645,0.25,0.68062015503876,0.436363636363636,0.730841121495327,0.317880794701987,0.616270178419711
124,2.09342168516224,0.863134657836645,0.25,0.68062015503876,0.436363636363636,0.730841121495327,0.317880794701987,0.616270178419711
125,2.09691001300806,0.863134657836645,0.25,0.68062015503876,0.436363636363636,0.730841121495327,0.317880794701987,0.616270178419711
126,2.10037054511756,0.861233480176211,0.246073298429319,0.67906976744186,0.427272727272727,0.730841121495327,0.312292358803987,0.616270178419711
127,2.10380372095596,0.861842105263158,0.248677248677249,0.682170542635659,0.427272727272727,0.734579439252336,0.31438127090301,0.616270178419711
128,2.10720996964787,0.861842105263158,0.248677248677249,0.682170542635659,0.427272727272727,0.734579439252336,0.31438127090301,0.616270178419711
129,2.11058971029925,0.861842105263158,0.248677248677249,0.682170542635659,0.427272727272727,0.734579439252336,0.31438127090301,0.616270178419711
130,2.11394335230684,0.861842105263158,0.248677248677249,0.682170542635659,0.427272727272727,0.734579439252336,0.31438127090301,0.616270178419711
131,2.11727129565576,0.862445414847162,0.251336898395722,0.685271317829457,0.427272727272727,0.738317757009346,0.316498316498317,0.616270178419711
132,2.12057393120585,0.862445414847162,0.251336898395722,0.685271317829457,0.427272727272727,0.738317757009346,0.316498316498317,0.616270178419711
133,2.12385164096709,0.862445414847162,0.251336898395722,0.685271317829457,0.427272727272727,0.738317757009346,0.316498316498317,0.616270178419711
134,2.12710479836481,0.862745098039216,0.252688172043011,0.686821705426357,0.427272727272727,0.74018691588785,0.317567567567568,0.616270178419711
135,2.13033376849501,0.86304347826087,0.254054054054054,0.688372093023256,0.427272727272727,0.742056074766355,0.31864406779661,0.616270178419711
136,2.13353890837022,0.86117136659436,0.25,0.686821705426357,0.418181818181818,0.742056074766355,0.312925170068027,0.616270178419711
137,2.13672056715641,0.861771058315335,0.252747252747253,0.689922480620155,0.418181818181818,0.745794392523364,0.315068493150685,0.616270178419711
138,2.13987908640124,0.861771058315335,0.252747252747253,0.689922480620155,0.418181818181818,0.745794392523364,0.315068493150685,0.616270178419711
139,2.14301480025409,0.862068965517241,0.25414364640884,0.691472868217054,0.418181818181818,0.747663551401869,0.316151202749141,0.616270178419711
140,2.14612803567824,0.862365591397849,0.255555555555556,0.693023255813954,0.418181818181818,0.749532710280374,0.317241379310345,0.616270178419711
141,2.14921911265538,0.862365591397849,0.255555555555556,0.693023255813954,0.418181818181818,0.749532710280374,0.317241379310345,0.616270178419711
142,2.15228834438306,0.862660944206009,0.256983240223464,0.694573643410853,0.418181818181818,0.751401869158879,0.318339100346021,0.616270178419711
143,2.15533603746506,0.863247863247863,0.259887005649718,0.697674418604651,0.418181818181818,0.755140186915888,0.320557491289199,0.616270178419711
144,2.15836249209525,0.863539445628998,0.261363636363636,0.69922480620155,0.418181818181818,0.757009345794392,0.321678321678322,0.616270178419711
145,2.16136800223497,0.863539445628998,0.261363636363636,0.69922480620155,0.418181818181818,0.757009345794392,0.321678321678322,0.616270178419711
146,2.16435285578444,0.863539445628998,0.261363636363636,0.69922480620155,0.418181818181818,0.757009345794392,0.321678321678322,0.616270178419711
147,2.16731733474818,0.861995753715499,0.258620689655172,0.69922480620155,0.409090909090909,0.758878504672897,0.316901408450704,0.616270178419711
148,2.17026171539496,0.861995753715499,0.258620689655172,0.69922480620155,0.409090909090909,0.758878504672897,0.316901408450704,0.616270178419711
149,2.17318626841227,0.863157894736842,0.264705882352941,0.705426356589147,0.409090909090909,0.766355140186916,0.321428571428571,0.616270178419711
150,2.17609125905568,0.863157894736842,0.264705882352941,0.705426356589147,0.409090909090909,0.766355140186916,0.321428571428571,0.616270178419711
151,2.17897694729317,0.863157894736842,0.264705882352941,0.705426356589147,0.409090909090909,0.766355140186916,0.321428571428571,0.616270178419711
152,2.18184358794477,0.863445378151261,0.266272189349112,0.706976744186047,0.409090909090909,0.768224299065421,0.32258064516129,0.616270178419711
153,2.1846914308176,0.863731656184486,0.267857142857143,0.708527131782946,0.409090909090909,0.770093457943925,0.323741007194245,0.616270178419711
154,2.18752072083646,0.863731656184486,0.267857142857143,0.708527131782946,0.409090909090909,0.770093457943925,0.323741007194245,0.616270178419711
155,2.19033169817029,0.863731656184486,0.267857142857143,0.708527131782946,0.409090909090909,0.770093457943925,0.323741007194245,0.616270178419711
156,2.19312459835446,0.864016736401674,0.269461077844311,0.710077519379845,0.409090909090909,0.77196261682243,0.324909747292419,0.616270178419711
157,2.19589965240923,0.864016736401674,0.269461077844311,0.710077519379845,0.409090909090909,0.77196261682243,0.324909747292419,0.616270178419711
158,2.19865708695442,0.864016736401674,0.269461077844311,0.710077519379845,0.409090909090909,0.77196261682243,0.324909747292419,0.616270178419711
159,2.20139712432045,0.864300626304802,0.271084337349398,0.711627906976744,0.409090909090909,0.773831775700935,0.326086956521739,0.616270178419711
160,2.20411998265592,0.864300626304802,0.271084337349398,0.711627906976744,0.409090909090909,0.773831775700935,0.326086956521739,0.616270178419711
161,2.20682587603185,0.864583333333333,0.272727272727273,0.713178294573643,0.409090909090909,0.775700934579439,0.327272727272727,0.616270178419711
162,2.20951501454263,0.865424430641822,0.277777777777778,0.717829457364341,0.409090909090909,0.781308411214953,0.330882352941177,0.616270178419711
163,2.21218760440396,0.865702479338843,0.279503105590062,0.71937984496124,0.409090909090909,0.783177570093458,0.33210332103321,0.616270178419711
164,2.2148438480477,0.865702479338843,0.279503105590062,0.71937984496124,0.409090909090909,0.783177570093458,0.33210332103321,0.616270178419711
165,2.21748394421391,0.865702479338843,0.279503105590062,0.71937984496124,0.409090909090909,0.783177570093458,0.33210332103321,0.616270178419711
166,2.22010808804005,0.865702479338843,0.279503105590062,0.71937984496124,0.409090909090909,0.783177570093458,0.33210332103321,0.616270178419711
167,2.22271647114758,0.865702479338843,0.279503105590062,0.71937984496124,0.409090909090909,0.783177570093458,0.33210332103321,0.616270178419711
168,2.22530928172586,0.865979381443299,0.28125,0.720930232558139,0.409090909090909,0.785046728971963,0.333333333333333,0.616270178419711
169,2.22788670461367,0.865979381443299,0.28125,0.720930232558139,0.409090909090909,0.785046728971963,0.333333333333333,0.616270178419711
170,2.23044892137827,0.866255144032922,0.283018867924528,0.722480620155039,0.409090909090909,0.786915887850467,0.33457249070632,0.616270178419711
171,2.23299611039215,0.86652977412731,0.284810126582278,0.724031007751938,0.409090909090909,0.788785046728972,0.335820895522388,0.616270178419711
172,2.23552844690755,0.86652977412731,0.284810126582278,0.724031007751938,0.409090909090909,0.788785046728972,0.335820895522388,0.616270178419711
173,2.2380461031288,0.864754098360656,0.280254777070064,0.722480620155039,0.4,0.788785046728972,0.329588014981273,0.616270178419711
174,2.2405492482826,0.865030674846626,0.282051282051282,0.724031007751938,0.4,0.790654205607477,0.330827067669173,0.616270178419711
175,2.24303804868629,0.86530612244898,0.283870967741935,0.725581395348837,0.4,0.792523364485981,0.332075471698113,0.616270178419711
176,2.24551266781415,0.86530612244898,0.283870967741935,0.725581395348837,0.4,0.792523364485981,0.332075471698113,0.616270178419711
177,2.24797326636181,0.86530612244898,0.283870967741935,0.725581395348837,0.4,0.792523364485981,0.332075471698113,0.616270178419711
178,2.25042000230889,0.865580448065173,0.285714285714286,0.727131782945736,0.4,0.794392523364486,0.333333333333333,0.616270178419711
179,2.25285303097989,0.863821138211382,0.281045751633987,0.725581395348837,0.390909090909091,0.794392523364486,0.326996197718631,0.616270178419711
180,2.25527250510331,0.863821138211382,0.281045751633987,0.725581395348837,0.390909090909091,0.794392523364486,0.326996197718631,0.616270178419711
181,2.25767857486918,0.863821138211382,0.281045751633987,0.725581395348837,0.390909090909091,0.794392523364486,0.326996197718631,0.616270178419711
182,2.26007138798507,0.864097363083164,0.282894736842105,0.727131782945736,0.390909090909091,0.796261682242991,0.32824427480916,0.616270178419711
183,2.26245108973043,0.864097363083164,0.282894736842105,0.727131782945736,0.390909090909091,0.796261682242991,0.32824427480916,0.616270178419711
184,2.26481782300954,0.864097363083164,0.282894736842105,0.727131782945736,0.390909090909091,0.796261682242991,0.32824427480916,0.616270178419711
185,2.26717172840301,0.864372469635628,0.28476821192053,0.728682170542636,0.390909090909091,0.798130841121495,0.329501915708812,0.616270178419711
186,2.26951294421792,0.864372469635628,0.28476821192053,0.728682170542636,0.390909090909091,0.798130841121495,0.329501915708812,0.616270178419711
187,2.2718416065365,0.864646464646465,0.286666666666667,0.730232558139535,0.390909090909091,0.8,0.330769230769231,0.616270178419711
188,2.27415784926368,0.865191146881288,0.290540540540541,0.733333333333333,0.390909090909091,0.803738317757009,0.333333333333333,0.616270178419711
189,2.27646180417324,0.865191146881288,0.290540540540541,0.733333333333333,0.390909090909091,0.803738317757009,0.333333333333333,0.616270178419711
190,2.27875360095283,0.865191146881288,0.290540540540541,0.733333333333333,0.390909090909091,0.803738317757009,0.333333333333333,0.616270178419711
191,2.28103336724773,0.865461847389558,0.292517006802721,0.734883720930233,0.390909090909091,0.805607476635514,0.334630350194553,0.616270178419711
192,2.28330122870355,0.865461847389558,0.292517006802721,0.734883720930233,0.390909090909091,0.805607476635514,0.334630350194553,0.616270178419711
193,2.28555730900777,0.866,0.296551724137931,0.737984496124031,0.390909090909091,0.809345794392523,0.337254901960784,0.616270178419711
194,2.28780172993023,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
195,2.29003461136252,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
196,2.29225607135648,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
197,2.29446622616159,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
198,2.29666519026153,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
199,2.29885307640971,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
200,2.30102999566398,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
201,2.30319605742049,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
202,2.30535136944662,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
203,2.30749603791321,0.864271457085828,0.291666666666667,0.736434108527132,0.381818181818182,0.809345794392523,0.330708661417323,0.616270178419711
204,2.3096301674259,0.864541832669323,0.293706293706294,0.737984496124031,0.381818181818182,0.811214953271028,0.33201581027668,0.616270178419711
205,2.31175386105575,0.864541832669323,0.293706293706294,0.737984496124031,0.381818181818182,0.811214953271028,0.33201581027668,0.616270178419711
206,2.31386722036915,0.864541832669323,0.293706293706294,0.737984496124031,0.381818181818182,0.811214953271028,0.33201581027668,0.616270178419711
207,2.31597034545692,0.864541832669323,0.293706293706294,0.737984496124031,0.381818181818182,0.811214953271028,0.33201581027668,0.616270178419711
208,2.31806333496276,0.864541832669323,0.293706293706294,0.737984496124031,0.381818181818182,0.811214953271028,0.33201581027668,0.616270178419711
209,2.32014628611105,0.864811133200795,0.295774647887324,0.73953488372093,0.381818181818182,0.813084112149533,0.333333333333333,0.616270178419711
210,2.32221929473392,0.864811133200795,0.295774647887324,0.73953488372093,0.381818181818182,0.813084112149533,0.333333333333333,0.616270178419711
211,2.32428245529769,0.865079365079365,0.297872340425532,0.741085271317829,0.381818181818182,0.814953271028037,0.334661354581673,0.616270178419711
212,2.32633586092875,0.865079365079365,0.297872340425532,0.741085271317829,0.381818181818182,0.814953271028037,0.334661354581673,0.616270178419711
213,2.32837960343874,0.865346534653465,0.3,0.742635658914729,0.381818181818182,0.816822429906542,0.336,0.616270178419711
214,2.33041377334919,0.865346534653465,0.3,0.742635658914729,0.381818181818182,0.816822429906542,0.336,0.616270178419711
215,2.33243845991561,0.865346534653465,0.3,0.742635658914729,0.381818181818182,0.816822429906542,0.336,0.616270178419711
216,2.33445375115093,0.863636363636364,0.294964028776978,0.741085271317829,0.372727272727273,0.816822429906542,0.329317269076305,0.616270178419711
217,2.33645973384853,0.863905325443787,0.297101449275362,0.742635658914729,0.372727272727273,0.818691588785047,0.330645161290323,0.616270178419711
218,2.3384564936046,0.863905325443787,0.297101449275362,0.742635658914729,0.372727272727273,0.818691588785047,0.330645161290323,0.616270178419711
219,2.34044411484012,0.863905325443787,0.297101449275362,0.742635658914729,0.372727272727273,0.818691588785047,0.330645161290323,0.616270178419711
220,2.34242268082221,0.863905325443787,0.297101449275362,0.742635658914729,0.372727272727273,0.818691588785047,0.330645161290323,0.616270178419711
221,2.34439227368511,0.863905325443787,0.297101449275362,0.742635658914729,0.372727272727273,0.818691588785047,0.330645161290323,0.616270178419711
