parameter,value,interpreted_value
lr_log,-2.629256656364812,0.0023
l1_l2_log,-4.63518168909524,0.000023
dropout_rate,0.2761621329301418,0.2762
batch_size_idx,4.0,256
optimizer_idx,1.0,sgd
hidden_size_1,89.0,89
hidden_size_2,75.0,75
hidden_size_3,46.0,46
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
