parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,3.0,adagrad
hidden_size_1,108.0,108
hidden_size_2,256.0,256
hidden_size_3,9.0,9
hidden_size_4,0.0,0
use_batch_norm_num,0.0,FALSE
