parameter,value,interpreted_value
lr_log,-2.0032397301718823,0.0099
l1_l2_log,-1.7560499909320906,0.017537
dropout_rate,0.06980101457215068,0.0698
batch_size_idx,3.0,128
optimizer_idx,1.0,sgd
hidden_size_1,65.0,65
hidden_size_2,251.0,251
hidden_size_3,0.0,0
hidden_size_4,224.0,224
use_batch_norm_num,0.0,FALSE
