parameter,value,interpreted_value
lr_log,-3.1605582329438313,0.0007
l1_l2_log,-3.6975628200505146,0.000201
dropout_rate,0.05387785699959808,0.0539
batch_size_idx,1.0,32
optimizer_idx,2.0,rmsprop
hidden_size_1,8.0,8
hidden_size_2,123.0,123
hidden_size_3,55.0,55
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
