parameter,value,interpreted_value
lr_log,-0.8403044091839589,0.1444
l1_l2_log,-5.0,0.000010
dropout_rate,0.3554079633419646,0.3554
batch_size_idx,0.0,16
optimizer_idx,0.0,adam
hidden_size_1,223.0,223
hidden_size_2,0.0,0
hidden_size_3,256.0,256
hidden_size_4,174.0,174
use_batch_norm_num,1.0,TRUE
