feature,importance
PC1,0.054578907684238155
PC3,0.03871623393653297
hour_sin,0.03236460792027285
PC2,0.025455677943876265
PC5,0.01190417650144245
PC4,0.009400406504065114
hour_cos,0.004708398898505199
