parameter,value,interpreted_value
lr_log,-1.8920756551876918,0.0128
l1_l2_log,-3.7417075448330963,0.000181
dropout_rate,0.09223298420620822,0.0922
batch_size_idx,3.0,128
optimizer_idx,2.0,rmsprop
hidden_size_1,256.0,256
hidden_size_2,29.0,29
hidden_size_3,0.0,0
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
