feature,importance
norm_MEDI,0.008891761832938291
norm_SC,0.00823816706169648
norm_RH,-0.005225166989872854
norm_LC,-0.007681534152122397
hour_sin,-0.013201177907060288
norm_MC,-0.019726352079293297
Intensity,-0.0241399123752065
norm_PHO,-0.02506284565108095
hour_cos,-0.1169000933706816
