parameter,value,interpreted_value
lr_log,-1.019328402579701,0.0956
l1_l2_log,-3.0131925678010174,0.000970
dropout_rate,0.12126639657881698,0.1213
batch_size_idx,2.0,64
optimizer_idx,0.0,adam
hidden_size_1,8.0,8
hidden_size_2,20.0,20
hidden_size_3,256.0,256
hidden_size_4,103.0,103
use_batch_norm_num,0.0,FALSE
