parameter,value,interpreted_value
lr_log,-2.693271616288417,0.0020
l1_l2_log,-3.632888802704654,0.000233
dropout_rate,0.30954159557497224,0.3095
batch_size_idx,0.0,16
optimizer_idx,1.0,sgd
hidden_size_1,9.0,9
hidden_size_2,232.0,232
hidden_size_3,113.0,113
hidden_size_4,133.0,133
use_batch_norm_num,1.0,TRUE
