parameter,value,interpreted_value
lr_log,-0.9845381134829307,0.1036
l1_l2_log,-5.0,0.000010
dropout_rate,0.13980971517356425,0.1398
batch_size_idx,0.0,16
optimizer_idx,1.0,sgd
hidden_size_1,256.0,256
hidden_size_2,0.0,0
hidden_size_3,256.0,256
hidden_size_4,1.0,1
use_batch_norm_num,0.0,FALSE
