parameter,value,interpreted_value
lr_log,-2.2703417642264183,0.0054
l1_l2_log,-2.3866844163753456,0.004105
dropout_rate,0.0,0.0000
batch_size_idx,3.0,128
optimizer_idx,2.0,rmsprop
hidden_size_1,166.0,166
hidden_size_2,5.0,5
hidden_size_3,0.0,0
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
