parameter,value,interpreted_value
lr_log,-1.5750656732486208,0.0266
l1_l2_log,-1.0,0.100000
dropout_rate,0.5216626307001685,0.5217
batch_size_idx,3.0,128
optimizer_idx,1.0,sgd
hidden_size_1,37.0,37
hidden_size_2,0.0,0
hidden_size_3,256.0,256
hidden_size_4,72.0,72
use_batch_norm_num,1.0,TRUE
