parameter,value,interpreted_value
lr_log,-1.9889575056125688,0.0103
l1_l2_log,-4.865502242303108,0.000014
dropout_rate,0.3147764227560115,0.3148
batch_size_idx,4.0,256
optimizer_idx,0.0,adam
hidden_size_1,165.0,165
hidden_size_2,226.0,226
hidden_size_3,118.0,118
hidden_size_4,242.0,242
use_batch_norm_num,1.0,TRUE
