parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-5.0,0.000010
dropout_rate,0.28646145613651264,0.2865
batch_size_idx,0.0,16
optimizer_idx,2.0,rmsprop
hidden_size_1,180.0,180
hidden_size_2,256.0,256
hidden_size_3,52.0,52
hidden_size_4,128.0,128
use_batch_norm_num,1.0,TRUE
