feature,importance
PC1,0.28828557063851196
PC2,0.10846880062566344
PC3,0.0762694821518352
PC4,0.03846153846153855
hour_cos,0.03737221384280224
PC5,0.010675381263616704
hour_sin,0.0018322998715157857
