parameter,value,interpreted_value
lr_log,-0.6341927607990594,0.2322
l1_l2_log,-5.0,0.000010
dropout_rate,0.38071994424903155,0.3807
batch_size_idx,3.0,128
optimizer_idx,0.0,adam
hidden_size_1,159.0,159
hidden_size_2,0.0,0
hidden_size_3,0.0,0
hidden_size_4,157.0,157
use_batch_norm_num,1.0,TRUE
