parameter,value,interpreted_value
lr_log,-2.76110076579463,0.0017
l1_l2_log,-4.430616816168548,0.000037
dropout_rate,0.7,0.7000
batch_size_idx,3.0,128
optimizer_idx,0.0,adam
hidden_size_1,152.0,152
hidden_size_2,256.0,256
hidden_size_3,0.0,0
hidden_size_4,37.0,37
use_batch_norm_num,1.0,TRUE
