parameter,value,interpreted_value
lr_log,-1.2286832260596685,0.0591
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,1.0,32
optimizer_idx,3.0,adagrad
hidden_size_1,25.0,25
hidden_size_2,0.0,0
hidden_size_3,256.0,256
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
