parameter,value,interpreted_value
lr_log,-3.5248476007189065,0.0003
l1_l2_log,-1.1498094338077425,0.070826
dropout_rate,0.3022619967609576,0.3023
batch_size_idx,0.0,16
optimizer_idx,2.0,rmsprop
hidden_size_1,256.0,256
hidden_size_2,117.0,117
hidden_size_3,147.0,147
hidden_size_4,197.0,197
use_batch_norm_num,1.0,TRUE
