parameter,value,interpreted_value
lr_log,-0.3,0.5012
l1_l2_log,-2.486080773037484,0.003265
dropout_rate,0.6563355294717583,0.6563
batch_size_idx,2.0,64
optimizer_idx,1.0,sgd
hidden_size_1,256.0,256
hidden_size_2,120.0,120
hidden_size_3,0.0,0
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
