parameter,value,interpreted_value
lr_log,-0.9088921389870337,0.1233
l1_l2_log,-4.087258689512697,0.000082
dropout_rate,0.47098283302811034,0.4710
batch_size_idx,3.0,128
optimizer_idx,1.0,sgd
hidden_size_1,223.0,223
hidden_size_2,236.0,236
hidden_size_3,103.0,103
hidden_size_4,64.0,64
use_batch_norm_num,1.0,TRUE
