parameter,value,interpreted_value
lr_log,-3.2049494973353454,0.0006
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,3.0,128
optimizer_idx,1.0,sgd
hidden_size_1,256.0,256
hidden_size_2,40.0,40
hidden_size_3,228.0,228
hidden_size_4,96.0,96
use_batch_norm_num,1.0,TRUE
