parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-1.0,0.100000
dropout_rate,0.07420228001058018,0.0742
batch_size_idx,2.0,64
optimizer_idx,0.0,adam
hidden_size_1,152.0,152
hidden_size_2,176.0,176
hidden_size_3,256.0,256
hidden_size_4,220.0,220
use_batch_norm_num,1.0,TRUE
