parameter,value,interpreted_value
lr_log,-3.3553255801197204,0.0004
l1_l2_log,-1.0,0.100000
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,2.0,rmsprop
hidden_size_1,98.0,98
hidden_size_2,0.0,0
hidden_size_3,0.0,0
hidden_size_4,213.0,213
use_batch_norm_num,1.0,TRUE
