parameter,value,interpreted_value
lr_log,-0.3,0.5012
l1_l2_log,-4.004955809596417,0.000099
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,3.0,adagrad
hidden_size_1,256.0,256
hidden_size_2,108.0,108
hidden_size_3,256.0,256
hidden_size_4,256.0,256
use_batch_norm_num,1.0,TRUE
