parameter,value,interpreted_value
lr_log,-1.8113423422032287,0.0154
l1_l2_log,-3.173212665139006,0.000671
dropout_rate,0.0,0.0000
batch_size_idx,1.0,32
optimizer_idx,1.0,sgd
hidden_size_1,46.0,46
hidden_size_2,72.0,72
hidden_size_3,1.0,1
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
