parameter,value,interpreted_value
lr_log,-1.298679743444041,0.0503
l1_l2_log,-4.608920341345861,0.000025
dropout_rate,0.5961977275162572,0.5962
batch_size_idx,2.0,64
optimizer_idx,2.0,rmsprop
hidden_size_1,63.0,63
hidden_size_2,76.0,76
hidden_size_3,242.0,242
hidden_size_4,18.0,18
use_batch_norm_num,1.0,TRUE
