parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-1.0,0.100000
dropout_rate,0.49885047835601926,0.4989
batch_size_idx,2.0,64
optimizer_idx,3.0,adagrad
hidden_size_1,8.0,8
hidden_size_2,57.0,57
hidden_size_3,0.0,0
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
